date,metrics
2025-01-21,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 0, 'yearly_corporate': 0, 'monthly_solo': 0, 'monthly_duo': 0, 'monthly_family': 0, 'monthly_corporate': 0, 'weekly_solo': 0, 'weekly_duo': 0, 'weekly_family': 0, 'weekly_corporate': 0}"
2025-01-22,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 0, 'yearly_corporate': 0, 'monthly_solo': 0, 'monthly_duo': 0, 'monthly_family': 0, 'monthly_corporate': 0, 'weekly_solo': 0, 'weekly_duo': 0, 'weekly_family': 0, 'weekly_corporate': 0}"
2025-01-23,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 0, 'yearly_corporate': 0, 'monthly_solo': 0, 'monthly_duo': 0, 'monthly_family': 0, 'monthly_corporate': 0, 'weekly_solo': 0, 'weekly_duo': 0, 'weekly_family': 0, 'weekly_corporate': 0}"
2025-01-24,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 0, 'yearly_corporate': 0, 'monthly_solo': 0, 'monthly_duo': 0, 'monthly_family': 0, 'monthly_corporate': 0, 'weekly_solo': 0, 'weekly_duo': 0, 'weekly_family': 0, 'weekly_corporate': 0}"
2025-01-25,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 0, 'yearly_corporate': 0, 'monthly_solo': 0, 'monthly_duo': 0, 'monthly_family': 0, 'monthly_corporate': 0, 'weekly_solo': 0, 'weekly_duo': 0, 'weekly_family': 0, 'weekly_corporate': 0}"
2025-01-26,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 0, 'yearly_corporate': 0, 'monthly_solo': 0, 'monthly_duo': 0, 'monthly_family': 0, 'monthly_corporate': 0, 'weekly_solo': 0, 'weekly_duo': 0, 'weekly_family': 0, 'weekly_corporate': 0}"
2025-01-27,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 0, 'yearly_corporate': 0, 'monthly_solo': 0, 'monthly_duo': 0, 'monthly_family': 0, 'monthly_corporate': 0, 'weekly_solo': 0, 'weekly_duo': 0, 'weekly_family': 0, 'weekly_corporate': 0}"
2025-01-28,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 0, 'yearly_corporate': 0, 'monthly_solo': 0, 'monthly_duo': 0, 'monthly_family': 0, 'monthly_corporate': 0, 'weekly_solo': 0, 'weekly_duo': 0, 'weekly_family': 0, 'weekly_corporate': 0}"
2025-01-29,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 0, 'yearly_corporate': 0, 'monthly_solo': 0, 'monthly_duo': 0, 'monthly_family': 0, 'monthly_corporate': 0, 'weekly_solo': 0, 'weekly_duo': 0, 'weekly_family': 0, 'weekly_corporate': 0}"
2025-01-30,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 0, 'yearly_corporate': 0, 'monthly_solo': 0, 'monthly_duo': 0, 'monthly_family': 0, 'monthly_corporate': 0, 'weekly_solo': 0, 'weekly_duo': 0, 'weekly_family': 0, 'weekly_corporate': 0}"
2025-01-31,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 0, 'yearly_corporate': 0, 'monthly_solo': 0, 'monthly_duo': 0, 'monthly_family': 0, 'monthly_corporate': 0, 'weekly_solo': 0, 'weekly_duo': 0, 'weekly_family': 0, 'weekly_corporate': 0}"
2025-02-01,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 0, 'yearly_corporate': 0, 'monthly_solo': 0, 'monthly_duo': 0, 'monthly_family': 0, 'monthly_corporate': 0, 'weekly_solo': 0, 'weekly_duo': 0, 'weekly_family': 0, 'weekly_corporate': 0}"
2025-02-02,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 0, 'yearly_corporate': 0, 'monthly_solo': 0, 'monthly_duo': 0, 'monthly_family': 0, 'monthly_corporate': 0, 'weekly_solo': 0, 'weekly_duo': 0, 'weekly_family': 0, 'weekly_corporate': 0}"
2025-02-03,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 0, 'yearly_corporate': 0, 'monthly_solo': 0, 'monthly_duo': 0, 'monthly_family': 0, 'monthly_corporate': 0, 'weekly_solo': 0, 'weekly_duo': 0, 'weekly_family': 0, 'weekly_corporate': 0}"
2025-02-04,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 0, 'yearly_corporate': 0, 'monthly_solo': 0, 'monthly_duo': 0, 'monthly_family': 0, 'monthly_corporate': 0, 'weekly_solo': 0, 'weekly_duo': 0, 'weekly_family': 0, 'weekly_corporate': 0}"
2025-02-05,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 0, 'yearly_corporate': 0, 'monthly_solo': 0, 'monthly_duo': 0, 'monthly_family': 0, 'monthly_corporate': 0, 'weekly_solo': 0, 'weekly_duo': 0, 'weekly_family': 0, 'weekly_corporate': 0}"
2025-02-06,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 0, 'yearly_corporate': 0, 'monthly_solo': 0, 'monthly_duo': 0, 'monthly_family': 0, 'monthly_corporate': 0, 'weekly_solo': 0, 'weekly_duo': 0, 'weekly_family': 0, 'weekly_corporate': 0}"
2025-02-07,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 0, 'yearly_corporate': 0, 'monthly_solo': 0, 'monthly_duo': 0, 'monthly_family': 0, 'monthly_corporate': 0, 'weekly_solo': 0, 'weekly_duo': 0, 'weekly_family': 0, 'weekly_corporate': 0}"
2025-02-08,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 0, 'yearly_corporate': 0, 'monthly_solo': 0, 'monthly_duo': 0, 'monthly_family': 0, 'monthly_corporate': 0, 'weekly_solo': 0, 'weekly_duo': 0, 'weekly_family': 0, 'weekly_corporate': 0}"
2025-02-09,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 0, 'yearly_corporate': 0, 'monthly_solo': 0, 'monthly_duo': 0, 'monthly_family': 0, 'monthly_corporate': 0, 'weekly_solo': 0, 'weekly_duo': 0, 'weekly_family': 0, 'weekly_corporate': 0}"
2025-02-10,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 0, 'yearly_corporate': 0, 'monthly_solo': 0, 'monthly_duo': 0, 'monthly_family': 0, 'monthly_corporate': 0, 'weekly_solo': 0, 'weekly_duo': 0, 'weekly_family': 0, 'weekly_corporate': 0}"
2025-02-11,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 0, 'yearly_corporate': 0, 'monthly_solo': 0, 'monthly_duo': 0, 'monthly_family': 0, 'monthly_corporate': 0, 'weekly_solo': 0, 'weekly_duo': 0, 'weekly_family': 0, 'weekly_corporate': 0}"
2025-02-12,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 0, 'yearly_corporate': 0, 'monthly_solo': 0, 'monthly_duo': 0, 'monthly_family': 0, 'monthly_corporate': 0, 'weekly_solo': 0, 'weekly_duo': 0, 'weekly_family': 0, 'weekly_corporate': 0}"
2025-02-13,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 0, 'yearly_corporate': 0, 'monthly_solo': 0, 'monthly_duo': 0, 'monthly_family': 0, 'monthly_corporate': 0, 'weekly_solo': 0, 'weekly_duo': 0, 'weekly_family': 0, 'weekly_corporate': 0}"
2025-02-14,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 0, 'yearly_corporate': 0, 'monthly_solo': 0, 'monthly_duo': 0, 'monthly_family': 0, 'monthly_corporate': 0, 'weekly_solo': 0, 'weekly_duo': 0, 'weekly_family': 0, 'weekly_corporate': 0}"
2025-02-15,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 0, 'yearly_corporate': 0, 'monthly_solo': 0, 'monthly_duo': 0, 'monthly_family': 0, 'monthly_corporate': 0, 'weekly_solo': 0, 'weekly_duo': 0, 'weekly_family': 0, 'weekly_corporate': 0}"
2025-02-16,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 0, 'yearly_corporate': 0, 'monthly_solo': 0, 'monthly_duo': 0, 'monthly_family': 0, 'monthly_corporate': 0, 'weekly_solo': 0, 'weekly_duo': 0, 'weekly_family': 0, 'weekly_corporate': 0}"
2025-02-17,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 0, 'yearly_corporate': 0, 'monthly_solo': 0, 'monthly_duo': 0, 'monthly_family': 0, 'monthly_corporate': 0, 'weekly_solo': 0, 'weekly_duo': 0, 'weekly_family': 0, 'weekly_corporate': 0}"
2025-02-18,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 0, 'yearly_corporate': 0, 'monthly_solo': 0, 'monthly_duo': 0, 'monthly_family': 0, 'monthly_corporate': 0, 'weekly_solo': 0, 'weekly_duo': 0, 'weekly_family': 0, 'weekly_corporate': 0}"
2025-02-19,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 0, 'yearly_corporate': 0, 'monthly_solo': 0, 'monthly_duo': 0, 'monthly_family': 0, 'monthly_corporate': 0, 'weekly_solo': 0, 'weekly_duo': 0, 'weekly_family': 0, 'weekly_corporate': 0}"
2025-02-20,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 0, 'yearly_corporate': 0, 'monthly_solo': 0, 'monthly_duo': 0, 'monthly_family': 0, 'monthly_corporate': 0, 'weekly_solo': 0, 'weekly_duo': 0, 'weekly_family': 0, 'weekly_corporate': 0}"
2025-02-21,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 0, 'yearly_corporate': 0, 'monthly_solo': 0, 'monthly_duo': 0, 'monthly_family': 0, 'monthly_corporate': 0, 'weekly_solo': 0, 'weekly_duo': 0, 'weekly_family': 0, 'weekly_corporate': 0}"
2025-02-22,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 0, 'yearly_corporate': 0, 'monthly_solo': 0, 'monthly_duo': 0, 'monthly_family': 0, 'monthly_corporate': 0, 'weekly_solo': 0, 'weekly_duo': 0, 'weekly_family': 0, 'weekly_corporate': 0}"
2025-02-23,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 0, 'yearly_corporate': 0, 'monthly_solo': 0, 'monthly_duo': 0, 'monthly_family': 0, 'monthly_corporate': 0, 'weekly_solo': 0, 'weekly_duo': 0, 'weekly_family': 0, 'weekly_corporate': 0}"
2025-02-24,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 0, 'yearly_corporate': 0, 'monthly_solo': 0, 'monthly_duo': 0, 'monthly_family': 0, 'monthly_corporate': 0, 'weekly_solo': 0, 'weekly_duo': 0, 'weekly_family': 0, 'weekly_corporate': 0}"
2025-02-25,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 0, 'yearly_corporate': 0, 'monthly_solo': 0, 'monthly_duo': 0, 'monthly_family': 0, 'monthly_corporate': 0, 'weekly_solo': 0, 'weekly_duo': 0, 'weekly_family': 0, 'weekly_corporate': 0}"
2025-02-26,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 0, 'yearly_corporate': 0, 'monthly_solo': 0, 'monthly_duo': 0, 'monthly_family': 0, 'monthly_corporate': 0, 'weekly_solo': 0, 'weekly_duo': 0, 'weekly_family': 0, 'weekly_corporate': 0}"
2025-02-27,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 0, 'yearly_corporate': 0, 'monthly_solo': 0, 'monthly_duo': 0, 'monthly_family': 0, 'monthly_corporate': 0, 'weekly_solo': 0, 'weekly_duo': 0, 'weekly_family': 0, 'weekly_corporate': 0}"
2025-02-28,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 0, 'yearly_corporate': 0, 'monthly_solo': 0, 'monthly_duo': 0, 'monthly_family': 0, 'monthly_corporate': 0, 'weekly_solo': 1, 'weekly_duo': 0, 'weekly_family': 0, 'weekly_corporate': 0}"
2025-03-01,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 0, 'yearly_corporate': 0, 'monthly_solo': 6, 'monthly_duo': 6, 'monthly_family': 5, 'monthly_corporate': 0, 'weekly_solo': 12, 'weekly_duo': 0, 'weekly_family': 1, 'weekly_corporate': 0}"
2025-03-02,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 0, 'yearly_corporate': 0, 'monthly_solo': 6, 'monthly_duo': 6, 'monthly_family': 5, 'monthly_corporate': 0, 'weekly_solo': 20, 'weekly_duo': 1, 'weekly_family': 5, 'weekly_corporate': 0}"
2025-03-03,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 0, 'yearly_corporate': 0, 'monthly_solo': 6, 'monthly_duo': 6, 'monthly_family': 5, 'monthly_corporate': 0, 'weekly_solo': 27, 'weekly_duo': 1, 'weekly_family': 7, 'weekly_corporate': 0}"
2025-03-04,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 0, 'yearly_corporate': 0, 'monthly_solo': 6, 'monthly_duo': 6, 'monthly_family': 5, 'monthly_corporate': 0, 'weekly_solo': 32, 'weekly_duo': 4, 'weekly_family': 7, 'weekly_corporate': 0}"
2025-03-05,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 0, 'yearly_corporate': 0, 'monthly_solo': 6, 'monthly_duo': 6, 'monthly_family': 6, 'monthly_corporate': 0, 'weekly_solo': 39, 'weekly_duo': 5, 'weekly_family': 8, 'weekly_corporate': 0}"
2025-03-06,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 0, 'yearly_corporate': 0, 'monthly_solo': 6, 'monthly_duo': 6, 'monthly_family': 6, 'monthly_corporate': 0, 'weekly_solo': 48, 'weekly_duo': 7, 'weekly_family': 10, 'weekly_corporate': 0}"
2025-03-07,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 0, 'yearly_corporate': 0, 'monthly_solo': 6, 'monthly_duo': 6, 'monthly_family': 6, 'monthly_corporate': 0, 'weekly_solo': 62, 'weekly_duo': 9, 'weekly_family': 10, 'weekly_corporate': 0}"
2025-03-08,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 0, 'yearly_corporate': 0, 'monthly_solo': 6, 'monthly_duo': 6, 'monthly_family': 6, 'monthly_corporate': 0, 'weekly_solo': 72, 'weekly_duo': 12, 'weekly_family': 11, 'weekly_corporate': 0}"
2025-03-09,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 0, 'yearly_corporate': 0, 'monthly_solo': 6, 'monthly_duo': 6, 'monthly_family': 6, 'monthly_corporate': 0, 'weekly_solo': 78, 'weekly_duo': 15, 'weekly_family': 16, 'weekly_corporate': 0}"
2025-03-10,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 0, 'yearly_corporate': 0, 'monthly_solo': 7, 'monthly_duo': 6, 'monthly_family': 6, 'monthly_corporate': 0, 'weekly_solo': 86, 'weekly_duo': 21, 'weekly_family': 19, 'weekly_corporate': 0}"
2025-03-11,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 0, 'yearly_corporate': 0, 'monthly_solo': 8, 'monthly_duo': 6, 'monthly_family': 6, 'monthly_corporate': 0, 'weekly_solo': 122, 'weekly_duo': 30, 'weekly_family': 24, 'weekly_corporate': 0}"
2025-03-12,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 0, 'yearly_corporate': 0, 'monthly_solo': 8, 'monthly_duo': 6, 'monthly_family': 7, 'monthly_corporate': 0, 'weekly_solo': 131, 'weekly_duo': 32, 'weekly_family': 24, 'weekly_corporate': 0}"
2025-03-13,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 0, 'yearly_corporate': 0, 'monthly_solo': 8, 'monthly_duo': 6, 'monthly_family': 7, 'monthly_corporate': 0, 'weekly_solo': 136, 'weekly_duo': 34, 'weekly_family': 25, 'weekly_corporate': 0}"
2025-03-14,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 0, 'yearly_corporate': 0, 'monthly_solo': 8, 'monthly_duo': 6, 'monthly_family': 7, 'monthly_corporate': 0, 'weekly_solo': 147, 'weekly_duo': 36, 'weekly_family': 26, 'weekly_corporate': 0}"
2025-03-15,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 1, 'yearly_corporate': 0, 'monthly_solo': 8, 'monthly_duo': 6, 'monthly_family': 7, 'monthly_corporate': 0, 'weekly_solo': 148, 'weekly_duo': 36, 'weekly_family': 26, 'weekly_corporate': 0}"
2025-03-16,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 1, 'yearly_corporate': 0, 'monthly_solo': 8, 'monthly_duo': 6, 'monthly_family': 7, 'monthly_corporate': 0, 'weekly_solo': 148, 'weekly_duo': 36, 'weekly_family': 26, 'weekly_corporate': 0}"
2025-03-17,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 1, 'yearly_corporate': 0, 'monthly_solo': 8, 'monthly_duo': 6, 'monthly_family': 7, 'monthly_corporate': 0, 'weekly_solo': 148, 'weekly_duo': 37, 'weekly_family': 26, 'weekly_corporate': 0}"
2025-03-18,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 1, 'yearly_corporate': 0, 'monthly_solo': 8, 'monthly_duo': 6, 'monthly_family': 7, 'monthly_corporate': 0, 'weekly_solo': 149, 'weekly_duo': 39, 'weekly_family': 26, 'weekly_corporate': 0}"
2025-03-19,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 1, 'yearly_corporate': 0, 'monthly_solo': 8, 'monthly_duo': 6, 'monthly_family': 7, 'monthly_corporate': 0, 'weekly_solo': 151, 'weekly_duo': 39, 'weekly_family': 26, 'weekly_corporate': 0}"
2025-03-20,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 1, 'yearly_corporate': 0, 'monthly_solo': 8, 'monthly_duo': 6, 'monthly_family': 7, 'monthly_corporate': 0, 'weekly_solo': 152, 'weekly_duo': 39, 'weekly_family': 26, 'weekly_corporate': 0}"
2025-03-21,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 1, 'yearly_corporate': 0, 'monthly_solo': 8, 'monthly_duo': 6, 'monthly_family': 7, 'monthly_corporate': 0, 'weekly_solo': 152, 'weekly_duo': 40, 'weekly_family': 26, 'weekly_corporate': 0}"
2025-03-22,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 1, 'yearly_corporate': 0, 'monthly_solo': 8, 'monthly_duo': 6, 'monthly_family': 7, 'monthly_corporate': 0, 'weekly_solo': 152, 'weekly_duo': 40, 'weekly_family': 26, 'weekly_corporate': 0}"
2025-03-23,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 1, 'yearly_corporate': 0, 'monthly_solo': 8, 'monthly_duo': 6, 'monthly_family': 7, 'monthly_corporate': 0, 'weekly_solo': 155, 'weekly_duo': 40, 'weekly_family': 26, 'weekly_corporate': 0}"
2025-03-24,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 1, 'yearly_corporate': 0, 'monthly_solo': 8, 'monthly_duo': 6, 'monthly_family': 7, 'monthly_corporate': 0, 'weekly_solo': 155, 'weekly_duo': 40, 'weekly_family': 26, 'weekly_corporate': 0}"
2025-03-25,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 1, 'yearly_corporate': 0, 'monthly_solo': 8, 'monthly_duo': 6, 'monthly_family': 7, 'monthly_corporate': 0, 'weekly_solo': 155, 'weekly_duo': 39, 'weekly_family': 26, 'weekly_corporate': 0}"
2025-03-26,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 1, 'yearly_corporate': 0, 'monthly_solo': 9, 'monthly_duo': 6, 'monthly_family': 7, 'monthly_corporate': 0, 'weekly_solo': 156, 'weekly_duo': 39, 'weekly_family': 26, 'weekly_corporate': 0}"
2025-03-27,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 1, 'yearly_corporate': 0, 'monthly_solo': 9, 'monthly_duo': 6, 'monthly_family': 7, 'monthly_corporate': 0, 'weekly_solo': 156, 'weekly_duo': 39, 'weekly_family': 26, 'weekly_corporate': 0}"
2025-03-28,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 1, 'yearly_corporate': 0, 'monthly_solo': 9, 'monthly_duo': 6, 'monthly_family': 7, 'monthly_corporate': 0, 'weekly_solo': 156, 'weekly_duo': 39, 'weekly_family': 26, 'weekly_corporate': 0}"
2025-03-29,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 1, 'yearly_corporate': 0, 'monthly_solo': 9, 'monthly_duo': 6, 'monthly_family': 7, 'monthly_corporate': 0, 'weekly_solo': 156, 'weekly_duo': 38, 'weekly_family': 26, 'weekly_corporate': 0}"
2025-03-30,"{'yearly_solo': 0, 'yearly_duo': 0, 'yearly_family': 1, 'yearly_corporate': 0, 'monthly_solo': 9, 'monthly_duo': 6, 'monthly_family': 7, 'monthly_corporate': 0, 'weekly_solo': 153, 'weekly_duo': 38, 'weekly_family': 25, 'weekly_corporate': 0}"
2025-03-31,"{'yearly_solo': 1, 'yearly_duo': 0, 'yearly_family': 1, 'yearly_corporate': 0, 'monthly_solo': 9, 'monthly_duo': 6, 'monthly_family': 7, 'monthly_corporate': 0, 'weekly_solo': 153, 'weekly_duo': 38, 'weekly_family': 24, 'weekly_corporate': 0}"
2025-04-01,"{'yearly_solo': 1, 'yearly_duo': 0, 'yearly_family': 1, 'yearly_corporate': 0, 'monthly_solo': 9, 'monthly_duo': 6, 'monthly_family': 7, 'monthly_corporate': 0, 'weekly_solo': 151, 'weekly_duo': 38, 'weekly_family': 24, 'weekly_corporate': 0}"
2025-04-02,"{'yearly_solo': 1, 'yearly_duo': 0, 'yearly_family': 1, 'yearly_corporate': 0, 'monthly_solo': 9, 'monthly_duo': 6, 'monthly_family': 7, 'monthly_corporate': 0, 'weekly_solo': 151, 'weekly_duo': 38, 'weekly_family': 24, 'weekly_corporate': 0}"
2025-04-03,"{'yearly_solo': 1, 'yearly_duo': 0, 'yearly_family': 1, 'yearly_corporate': 0, 'monthly_solo': 9, 'monthly_duo': 6, 'monthly_family': 7, 'monthly_corporate': 0, 'weekly_solo': 151, 'weekly_duo': 38, 'weekly_family': 24, 'weekly_corporate': 0}"
2025-04-04,"{'yearly_solo': 1, 'yearly_duo': 0, 'yearly_family': 1, 'yearly_corporate': 0, 'monthly_solo': 9, 'monthly_duo': 6, 'monthly_family': 7, 'monthly_corporate': 0, 'weekly_solo': 150, 'weekly_duo': 38, 'weekly_family': 24, 'weekly_corporate': 0}"
2025-04-05,"{'yearly_solo': 1, 'yearly_duo': 0, 'yearly_family': 1, 'yearly_corporate': 0, 'monthly_solo': 9, 'monthly_duo': 6, 'monthly_family': 7, 'monthly_corporate': 0, 'weekly_solo': 146, 'weekly_duo': 38, 'weekly_family': 24, 'weekly_corporate': 0}"
2025-04-06,"{'yearly_solo': 1, 'yearly_duo': 0, 'yearly_family': 1, 'yearly_corporate': 0, 'monthly_solo': 9, 'monthly_duo': 6, 'monthly_family': 7, 'monthly_corporate': 0, 'weekly_solo': 146, 'weekly_duo': 38, 'weekly_family': 24, 'weekly_corporate': 0}"
2025-04-07,"{'yearly_solo': 1, 'yearly_duo': 0, 'yearly_family': 1, 'yearly_corporate': 0, 'monthly_solo': 9, 'monthly_duo': 6, 'monthly_family': 7, 'monthly_corporate': 0, 'weekly_solo': 147, 'weekly_duo': 39, 'weekly_family': 24, 'weekly_corporate': 0}"
2025-04-08,"{'yearly_solo': 1, 'yearly_duo': 0, 'yearly_family': 1, 'yearly_corporate': 0, 'monthly_solo': 9, 'monthly_duo': 6, 'monthly_family': 7, 'monthly_corporate': 0, 'weekly_solo': 148, 'weekly_duo': 39, 'weekly_family': 24, 'weekly_corporate': 0}"
2025-04-09,"{'yearly_solo': 1, 'yearly_duo': 0, 'yearly_family': 1, 'yearly_corporate': 0, 'monthly_solo': 9, 'monthly_duo': 6, 'monthly_family': 7, 'monthly_corporate': 0, 'weekly_solo': 148, 'weekly_duo': 39, 'weekly_family': 24, 'weekly_corporate': 0}"
2025-04-10,"{'yearly_solo': 2, 'yearly_duo': 0, 'yearly_family': 1, 'yearly_corporate': 0, 'monthly_solo': 9, 'monthly_duo': 6, 'monthly_family': 6, 'monthly_corporate': 0, 'weekly_solo': 148, 'weekly_duo': 38, 'weekly_family': 24, 'weekly_corporate': 0}"
2025-04-11,"{'yearly_solo': 2, 'yearly_duo': 0, 'yearly_family': 1, 'yearly_corporate': 0, 'monthly_solo': 9, 'monthly_duo': 6, 'monthly_family': 6, 'monthly_corporate': 0, 'weekly_solo': 148, 'weekly_duo': 39, 'weekly_family': 24, 'weekly_corporate': 0}"
2025-04-12,"{'yearly_solo': 2, 'yearly_duo': 0, 'yearly_family': 1, 'yearly_corporate': 0, 'monthly_solo': 9, 'monthly_duo': 6, 'monthly_family': 6, 'monthly_corporate': 0, 'weekly_solo': 147, 'weekly_duo': 39, 'weekly_family': 23, 'weekly_corporate': 0}"
2025-04-13,"{'yearly_solo': 2, 'yearly_duo': 0, 'yearly_family': 1, 'yearly_corporate': 0, 'monthly_solo': 9, 'monthly_duo': 6, 'monthly_family': 6, 'monthly_corporate': 0, 'weekly_solo': 146, 'weekly_duo': 39, 'weekly_family': 23, 'weekly_corporate': 0}"
2025-04-14,"{'yearly_solo': 2, 'yearly_duo': 0, 'yearly_family': 1, 'yearly_corporate': 0, 'monthly_solo': 9, 'monthly_duo': 6, 'monthly_family': 6, 'monthly_corporate': 0, 'weekly_solo': 144, 'weekly_duo': 39, 'weekly_family': 24, 'weekly_corporate': 0}"
2025-04-15,"{'yearly_solo': 2, 'yearly_duo': 0, 'yearly_family': 1, 'yearly_corporate': 0, 'monthly_solo': 9, 'monthly_duo': 6, 'monthly_family': 6, 'monthly_corporate': 0, 'weekly_solo': 144, 'weekly_duo': 39, 'weekly_family': 23, 'weekly_corporate': 0}"
2025-04-16,"{'yearly_solo': 2, 'yearly_duo': 0, 'yearly_family': 1, 'yearly_corporate': 0, 'monthly_solo': 9, 'monthly_duo': 6, 'monthly_family': 6, 'monthly_corporate': 0, 'weekly_solo': 143, 'weekly_duo': 39, 'weekly_family': 23, 'weekly_corporate': 0}"
2025-04-17,"{'yearly_solo': 2, 'yearly_duo': 0, 'yearly_family': 1, 'yearly_corporate': 0, 'monthly_solo': 9, 'monthly_duo': 6, 'monthly_family': 6, 'monthly_corporate': 0, 'weekly_solo': 140, 'weekly_duo': 38, 'weekly_family': 23, 'weekly_corporate': 0}"
2025-04-18,"{'yearly_solo': 2, 'yearly_duo': 0, 'yearly_family': 1, 'yearly_corporate': 0, 'monthly_solo': 9, 'monthly_duo': 6, 'monthly_family': 6, 'monthly_corporate': 0, 'weekly_solo': 142, 'weekly_duo': 39, 'weekly_family': 24, 'weekly_corporate': 0}"
2025-04-19,"{'yearly_solo': 2, 'yearly_duo': 0, 'yearly_family': 1, 'yearly_corporate': 0, 'monthly_solo': 8, 'monthly_duo': 6, 'monthly_family': 6, 'monthly_corporate': 0, 'weekly_solo': 142, 'weekly_duo': 39, 'weekly_family': 24, 'weekly_corporate': 0}"
2025-04-20,"{'yearly_solo': 2, 'yearly_duo': 0, 'yearly_family': 1, 'yearly_corporate': 0, 'monthly_solo': 8, 'monthly_duo': 6, 'monthly_family': 6, 'monthly_corporate': 0, 'weekly_solo': 141, 'weekly_duo': 39, 'weekly_family': 24, 'weekly_corporate': 0}"
